label,username,video_id,comment,clean_comment
TRUE,@DucVietNguyen-w7g,QhmebdBeXKY,𝐓𝐈𝐌𝐎𝟒𝐃 keren banget 😊,@DucVietNguyen-w7g timo4d keren banget
TRUE,@NgocHuongNguyen-y7p,QhmebdBeXKY,Emang gak ada yang bisa ngalahin serunya ⭐𝐓𝐈𝐌𝐎𝟒𝐃⭐.,@NgocHuongNguyen-y7p emang gak ada yang bisa ngalahin serunya  timo4d
TRUE,@QuocThachMai-p3x,QhmebdBeXKY,"Tetap semangat ya, kami selalu dukung! 𝗧𝗶𝗺𝗼𝟰𝗗",@QuocThachMai-p3x tetap semangat ya  kami selalu dukung  timo4d
TRUE,@ThanhAnhCao-h7s,QhmebdBeXKY,Kontennya bermanfaat dan mudah dipahami. 💰𝐓𝐈𝐌𝐎𝟒𝐃 💰,@ThanhAnhCao-h7s kontennya bermanfaat dan mudah dipahami   timo4d
TRUE,@PhuongNhungHuynh-x2x,QhmebdBeXKY,Keren parah 𝐓𝐈𝐌𝐎𝟒𝐃! Pengen nonton ulang. 👏,@PhuongNhungHuynh-x2x keren parah timo4d  pengen nonton ulang
TRUE,@DucQuanVu-i2q,QhmebdBeXKY,Semoga video kamu viral dan ditonton jutaan orang! ⚡𝐓𝐈𝐌𝐎𝟒𝐃⚡,@DucQuanVu-i2q semoga video kamu viral dan ditonton jutaan orang   timo4d
FALSE,@alzahratbn9421,QhmebdBeXKY,Hi! What is Latihan Beban? I Can't Speak Indonesian,@alzahratbn9421 hi  what is latihan beban  i can t speak indonesian
FALSE,@chanchan-iy6nq,QhmebdBeXKY,"Bob saya sudah 3 minggu ga ngegym karena kegiatan kuliah yang padar dan sempat sakit juga semingguan, saya ini masih pemula yang baru 2 bulan latihan, untuk mulai ngegym kembali ada step stepnya ga bob? Trimakasih 😁",@chanchan-iy6nq bob saya sudah 3 minggu ga ngegym karena kegiatan kuliah yang padar dan sempat sakit juga semingguan  saya ini masih pemula yang baru 2 bulan latihan  untuk mulai ngegym kembali ada step stepnya ga bob  trimakasih
FALSE,@SahudiAhmad68Ahmad,QhmebdBeXKY,Mas bob brti tinggi tubuhnya sama kaya aderai yah.,@SahudiAhmad68Ahmad mas bob brti tinggi tubuhnya sama kaya aderai yah
FALSE,@Ranz-ep8pl9io8w,QhmebdBeXKY,"Kalo umur 25, apakah bisa tumbuh lagi?",@Ranz-ep8pl9io8w kalo umur 25  apakah bisa tumbuh lagi
FALSE,@teddywillyanto8805,QhmebdBeXKY,"Pantas aja orang Eropa bongsor""😂 thank informasi bang semoga berguna untuk keturunan ku",@teddywillyanto8805 pantas aja orang eropa bongsor   thank informasi bang semoga berguna untuk keturunan ku
FALSE,@_harissetiawan_,QhmebdBeXKY,Tapi temenku yg ikut ngegym emang kuntet gk tinggi😂,@_harissetiawan_ tapi temenku yg ikut ngegym emang kuntet gk tinggi
FALSE,@IbraSeno,QhmebdBeXKY,Ada fenomena di indonesia dimana ada banyak orang yang lebih percaya dan  membela mitos mitos daripada fakta aneh bukan?,@IbraSeno ada fenomena di indonesia dimana ada banyak orang yang lebih percaya dan  membela mitos mitos daripada fakta aneh bukan
FALSE,@sinc356,QhmebdBeXKY,Kan sekarang tempat gym banyak yg buka kelas untuk anak2 dan lansia juga,@sinc356 kan sekarang tempat gym banyak yg buka kelas untuk anak2 dan lansia juga
FALSE,@wanpras2416,QhmebdBeXKY,"Yang menghambat pertumbuhan itu kurang gizi, lagian tergantung sdm orang tuanya lawong orang tuanya konsumsinya karbo😂",@wanpras2416 yang menghambat pertumbuhan itu kurang gizi  lagian tergantung sdm orang tuanya lawong orang tuanya konsumsinya karbo
FALSE,@AgungNgurahWiguna,QhmebdBeXKY,Semua bersumber dari genetika,@AgungNgurahWiguna semua bersumber dari genetika
FALSE,@arinaarina5159,QhmebdBeXKY,"Ga boleh, klo latohan bebannya, beban hidup 🤣🤣🤣",@arinaarina5159 ga boleh  klo latohan bebannya  beban hidup
FALSE,@Rohmat4321-c7w,QhmebdBeXKY,Konoha cuma boleh makan seblak😂😂,@Rohmat4321-c7w konoha cuma boleh makan seblak
FALSE,@gotham6747,QhmebdBeXKY,Pertumbuhan yg maksimal jg dibarengi asupan makanan yg cukup gizi.,@gotham6747 pertumbuhan yg maksimal jg dibarengi asupan makanan yg cukup gizi
FALSE,@bambang0909,QhmebdBeXKY,"Betul itu gunanya investasi leher keatas, jangan buru2 nikah klo blm mampu membimbing istri,anak.
 pria miskin ilmu itu gak enak tau..","@bambang0909 betul itu gunanya investasi leher keatas  jangan buru2 nikah klo blm mampu membimbing istri anak 
 pria miskin ilmu itu gak enak tau"
FALSE,@Kahn44,QhmebdBeXKY,Saya lahir di Jerman mendadak ngelag gw ku kira bang Boby dari Belanda,@Kahn44 saya lahir di jerman mendadak ngelag gw ku kira bang boby dari belanda
FALSE,@WafaS945,QhmebdBeXKY,"""1001 cara agar orang Indonesia ngga usah olaraga alias nge gym"" , kenapa ya generasi orang tua kita kok kolot dan suka percaya mitos mitos soal kayak gini ,apalagi orang bilang kalo gym itu g@y",@WafaS945 1001 cara agar orang indonesia ngga usah olaraga alias nge gym    kenapa ya generasi orang tua kita kok kolot dan suka percaya mitos mitos soal kayak gini  apalagi orang bilang kalo gym itu gy
FALSE,@antoniuspiyantoro8156,QhmebdBeXKY,😂 nyimak dari tepian Sungai Kapuas Pontianak Boby,@antoniuspiyantoro8156 nyimak dari tepian sungai kapuas pontianak boby
FALSE,@atonaton888,QhmebdBeXKY,"Anak saya sering ikut gym, dan sekarang dia TK 4.5th badannya paling tinggi dari teman-temannya",@atonaton888 anak saya sering ikut gym  dan sekarang dia tk 4 5th badannya paling tinggi dari teman-temannya
FALSE,@zeetaemef,QhmebdBeXKY,kenapa bang milih jadi wni😢?,@zeetaemef kenapa bang milih jadi wni
FALSE,@babangkertadimulya5165,QhmebdBeXKY,Lagian tinggi badan itu Faktor genetik,@babangkertadimulya5165 lagian tinggi badan itu faktor genetik
FALSE,@Biji100,QhmebdBeXKY,iya bg soalnya ortu kita orang males ngawasin lebih milih sibuk sendiri. pffftt,@Biji100 iya bg soalnya ortu kita orang males ngawasin lebih milih sibuk sendiri  pffftt
FALSE,@batuputih5052,QhmebdBeXKY,maksih bg info bagus👍,@batuputih5052 maksih bg info bagus
FALSE,@arsy1334,QhmebdBeXKY,Bang Bobi kapan masuk bayern münchen 😂,@arsy1334 bang bobi kapan masuk bayern munchen
FALSE,@ayuadel1827,QhmebdBeXKY,Kenapa orang eropa amerika dan australia tinggi yup pola makan yg bagus banyak protein dan vitamin  serta kurang karbo dan gula terus faktor lingkungan geografis serta suhu mendukung adaptasi manusia nya,@ayuadel1827 kenapa orang eropa amerika dan australia tinggi yup pola makan yg bagus banyak protein dan vitamin  serta kurang karbo dan gula terus faktor lingkungan geografis serta suhu mendukung adaptasi manusia nya
FALSE,@DFF-x6q,QhmebdBeXKY,Makasih informasinya bang😊❤,@DFF-x6q makasih informasinya bang
FALSE,@warganu959,QhmebdBeXKY,"Azka corbuzer latian beban sedari remaja tb nya 186 cm, jd latian beban malah membantu pertumbuhan badan",@warganu959 azka corbuzer latian beban sedari remaja tb nya 186 cm  jd latian beban malah membantu pertumbuhan badan
FALSE,@Jesa_Putra,QhmebdBeXKY,"keponakan ku dari kecil suka niru bapaknya, meski jarang ikutan , dia dari kecil udah kerap push up , pull up dan berenang . sekarang umur nya 14 tahun , tapi tinggi badannya 175cm dan rada keliatan kekar .
kata bapaknya, dulu ada mahasiswa tinggi 200cm lebih, bapaknya tanya makan apa bisa tinggi , kata mahasiswa nya , selain pengaruh hormon, kualitas fisik juga peran pendukung, dulu mahasiswa nya dari kecil rajin pull up dan berenang, selagi umur dibawah 23 tahun , wajib olahraga biar pertumbuhan badan bagus .","@Jesa_Putra keponakan ku dari kecil suka niru bapaknya  meski jarang ikutan   dia dari kecil udah kerap push up   pull up dan berenang   sekarang umur nya 14 tahun   tapi tinggi badannya 175cm dan rada keliatan kekar  
kata bapaknya  dulu ada mahasiswa tinggi 200cm lebih  bapaknya tanya makan apa bisa tinggi   kata mahasiswa nya   selain pengaruh hormon  kualitas fisik juga peran pendukung  dulu mahasiswa nya dari kecil rajin pull up dan berenang  selagi umur dibawah 23 tahun   wajib olahraga biar pertumbuhan badan bagus"
FALSE,@playgrouns,QhmebdBeXKY,"ntar kalo gue punya anak, usia 2th udah gue beliin barbel, 5th udah gue suruh deadlift, mantab ngayal dulu aja.",@playgrouns ntar kalo gue punya anak  usia 2th udah gue beliin barbel  5th udah gue suruh deadlift  mantab ngayal dulu aja
FALSE,@flbzx,QhmebdBeXKY,"well, itulah knp indo jdi negara dngan SDM R",@flbzx well  itulah knp indo jdi negara dngan sdm r
FALSE,@rakaminho,QhmebdBeXKY,"bener bener menghambat pertumbuhan Bli. dulu pas sma, tinggi saya 160 ngepas. begitu lulus sma, rajin gantung di pull up bar, bisa naik 10reps, badan saya malah jadi 167. coba kalo saya lakuin dari smp, waktu hormon lagi tinggi2nya, mungkin lulus sma bisa setinggi bli Bobby 😅",@rakaminho bener bener menghambat pertumbuhan bli  dulu pas sma  tinggi saya 160 ngepas  begitu lulus sma  rajin gantung di pull up bar  bisa naik 10reps  badan saya malah jadi 167  coba kalo saya lakuin dari smp  waktu hormon lagi tinggi2nya  mungkin lulus sma bisa setinggi bli bobby
FALSE,@tama_ochi,QhmebdBeXKY,"mungkin gara2 jaman dl, anak2 cikal yg ngasuh n gendong adek2nya rata2 plg pendek. pdhl bs aja itu krn genetik ato gizi yg waktu itu emang kurang, g kyk skrg.",@tama_ochi mungkin gara2 jaman dl  anak2 cikal yg ngasuh n gendong adek2nya rata2 plg pendek  pdhl bs aja itu krn genetik ato gizi yg waktu itu emang kurang  g kyk skrg
FALSE,@abilabio3909,QhmebdBeXKY,Ok👍🏻,@abilabio3909 ok
FALSE,@MEfan-em3xx,QhmebdBeXKY,Bang ngomong jerman bang.,@MEfan-em3xx bang ngomong jerman bang
FALSE,@IbraSeno,QhmebdBeXKY,"Memang benar bang angkat beban tidak menghambat pertumbuhan terbukti dulu saya dari umur 8 th sudah terbiasa memikul beban dan sampai sekarang jika menggunakan ukuran centimeter dari kaki sampai kepala tinggi sy mencapai 170,5 cm bahkan didesa tempat saya tinggal hampir tidak ada yang lebih tinggi dari sy",@IbraSeno memang benar bang angkat beban tidak menghambat pertumbuhan terbukti dulu saya dari umur 8 th sudah terbiasa memikul beban dan sampai sekarang jika menggunakan ukuran centimeter dari kaki sampai kepala tinggi sy mencapai 170 5 cm bahkan didesa tempat saya tinggal hampir tidak ada yang lebih tinggi dari sy
FALSE,@AgamSeftian,QhmebdBeXKY,"Seperti anak saudara saya yg dulu dilarang aku latih fisiknya karena dia percaya mitos tsb, akhirnya sampe sekarang dia klemar klemir sukanya di kamar main game, ototnya kecil perutnya buncit padahal masih muda",@AgamSeftian seperti anak saudara saya yg dulu dilarang aku latih fisiknya karena dia percaya mitos tsb  akhirnya sampe sekarang dia klemar klemir sukanya di kamar main game  ototnya kecil perutnya buncit padahal masih muda
FALSE,@ranggaalyansaputra8775,QhmebdBeXKY,Mereka lebih suka bila anaknya jadi obes daripada berotot 🗿,@ranggaalyansaputra8775 mereka lebih suka bila anaknya jadi obes daripada berotot
FALSE,@adnanfirdaus8523,QhmebdBeXKY,"Ortu dulu sadis2 ke anak... Mestinya saya pas kecil udah latihan beban

Untung beruntung nya saya keras kepala.... Pas remaja udah latihan taekwondo dan tumbuh tinggi lebih cepat 

Walau pada akhirnya 173cm sekarang... Mungkin kalau kaga olahraga saat smk dahulu paling cuman 167 or 170 doang","@adnanfirdaus8523 ortu dulu sadis2 ke anak    mestinya saya pas kecil udah latihan beban

untung beruntung nya saya keras kepala     pas remaja udah latihan taekwondo dan tumbuh tinggi lebih cepat 

walau pada akhirnya 173cm sekarang    mungkin kalau kaga olahraga saat smk dahulu paling cuman 167 or 170 doang"
FALSE,@NissaAriwardhani,lvb0_bGZDTU,SERU BGT INIII PODCAST LG DONGGG SAMA CHRISTOOOO,@NissaAriwardhani seru bgt iniii podcast lg donggg sama christoooo
FALSE,@catpaws3557,lvb0_bGZDTU,"APASIH LUCU BANGET ""DIAM!! DIAM!!! AKU SEDANG BERPIKIR, WANITA GILA!!""",@catpaws3557 apasih lucu banget  diam   diam    aku sedang berpikir  wanita gila
TRUE,@Rental-Game-Termurah-MIAW-4D,lvb0_bGZDTU,mantap banget bang kristo memiliki bakat yang sangat langkahh bahkan sampai suara presiden RI 7 bisa di tirukan suaranya,@Rental-Game-Termurah-MIAW-4D mantap banget bang kristo memiliki bakat yang sangat langkahh bahkan sampai suara presiden ri 7 bisa di tirukan suaranya
TRUE,@AnhLinhNgo-f2s,lvb0_bGZDTU,"5:48 Aku nonton tanpa skip karena emang sebagus itu,⚽ℙℝ𝕆𝔹𝔼𝕋-855⚽Mulai dari visual, suara, sampai pesan yang disampaikan semuanya pas banget. Makasih udah bikin hari ini lebih bermakna!💯",@AnhLinhNgo-f2s aku nonton tanpa skip karena emang sebagus itu  probet-855 mulai dari visual  suara  sampai pesan yang disampaikan semuanya pas banget  makasih udah bikin hari ini lebih bermakna
TRUE,@MinhAnHo-n2o,lvb0_bGZDTU,"Baca novel online, tokohnya nyebut,🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱dengan penuh semangat!💯",@MinhAnHo-n2o baca novel online  tokohnya nyebut  probet-855 dengan penuh semangat
TRUE,@DucDungHuynh-s8i,lvb0_bGZDTU,"Gak ada yang ngalahin reaction ini! Tapi kalo soal cuan,⚽ℙℝ𝕆𝔹𝔼𝕋-855⚽juaranya!💯",@DucDungHuynh-s8i gak ada yang ngalahin reaction ini  tapi kalo soal cuan  probet-855 juaranya
TRUE,@QuangHungDang-s6f,lvb0_bGZDTU,"Masyaallah,🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱bikin takjub! Visualnya ciamik, ceritanya inspiratif, dan untungnya bikin jantungan!💯",@QuangHungDang-s6f masyaallah  probet-855 bikin takjub  visualnya ciamik  ceritanya inspiratif  dan untungnya bikin jantungan
TRUE,@MinhThuyDo-s6f,lvb0_bGZDTU,🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱Terbaik dahh!💯,@MinhThuyDo-s6f probet-855 terbaik dahh
TRUE,@KimGiangNguyen-z7v,lvb0_bGZDTU,"Semangat buat terus berkembang kak,🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱",@KimGiangNguyen-z7v semangat buat terus berkembang kak  probet-855
TRUE,@PhuocDungLy-f9g,lvb0_bGZDTU,emang terbaik si !!🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱,@PhuocDungLy-f9g emang terbaik si    probet-855
TRUE,@VanThaoHo-o1j,lvb0_bGZDTU,"Tetap semangat ya, kami selalu dukung,🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱",@VanThaoHo-o1j tetap semangat ya  kami selalu dukung  probet-855
TRUE,@ThuHoaHo-b2x,lvb0_bGZDTU,"Gak cuma konten, tapi karya seni!!⚽ℙℝ𝕆𝔹𝔼𝕋-855⚽",@ThuHoaHo-b2x gak cuma konten  tapi karya seni   probet-855
TRUE,@XuanDungPhan-b3h,lvb0_bGZDTU,"Lagu ini tuh bukan cuma enak di telinga,⚽ℙℝ𝕆𝔹𝔼𝕋-855⚽tapi juga nyentuh sampai ke hati. Liriknya dalem banget, dan melodinya bener-bener bikin suasana hati berubah. Setiap denger lagu ini, kayak dibawa ke tempat yang penuh kenangan. Terima kasih udah bikin karya sebagus ini. Worth every second!💯\",@XuanDungPhan-b3h lagu ini tuh bukan cuma enak di telinga  probet-855 tapi juga nyentuh sampai ke hati  liriknya dalem banget  dan melodinya bener-bener bikin suasana hati berubah  setiap denger lagu ini  kayak dibawa ke tempat yang penuh kenangan  terima kasih udah bikin karya sebagus ini  worth every second
TRUE,@NgocDungBui-h3w,lvb0_bGZDTU,"Rezeki dari,🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱bikin senyum lebar hari ini. Terima kasih banyak!💯",@NgocDungBui-h3w rezeki dari  probet-855 bikin senyum lebar hari ini  terima kasih banyak
TRUE,@ThanhVyLe-f3z,lvb0_bGZDTU,"saya sangat menghargai konten ini,🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱mungkin pilihan yang baik!💯",@ThanhVyLe-f3z saya sangat menghargai konten ini  probet-855 mungkin pilihan yang baik
TRUE,@ThiHaNgo-k1d,lvb0_bGZDTU,emang terbaik si !!🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱,@ThiHaNgo-k1d emang terbaik si    probet-855
TRUE,@VietHoaiTran-g6u,lvb0_bGZDTU,"Subhanallah,🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱bikin pengalaman main jadi beda! Ceritanya inspiratif, visualnya keren abis!💯",@VietHoaiTran-g6u subhanallah  probet-855 bikin pengalaman main jadi beda  ceritanya inspiratif  visualnya keren abis
TRUE,@ThuAnhPhan-c1n,lvb0_bGZDTU,"Juara banget,🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱video ini bikin saya belajar banyak dengan cara yang menyenangkan. Lanjutkan bro!💯",@ThuAnhPhan-c1n juara banget  probet-855 video ini bikin saya belajar banyak dengan cara yang menyenangkan  lanjutkan bro
TRUE,@AnhKienCao-z3h,lvb0_bGZDTU,"Selamat merayakan kesuksesan! Semoga,⚽ℙℝ𝕆𝔹𝔼𝕋-855⚽terus menjadi bagian dari perjalanan Anda!💯",@AnhKienCao-z3h selamat merayakan kesuksesan  semoga  probet-855 terus menjadi bagian dari perjalanan anda
TRUE,@DucAnhMai-w1x,lvb0_bGZDTU,"Lagu ini tuh bukan cuma enak di telinga,⚽ℙℝ𝕆𝔹𝔼𝕋-855⚽tapi juga nyentuh sampai ke hati. Liriknya dalem banget, dan melodinya bener-bener bikin suasana hati berubah. Setiap denger lagu ini, kayak dibawa ke tempat yang penuh kenangan. Terima kasih udah bikin karya sebagus ini. Worth every second!💯\",@DucAnhMai-w1x lagu ini tuh bukan cuma enak di telinga  probet-855 tapi juga nyentuh sampai ke hati  liriknya dalem banget  dan melodinya bener-bener bikin suasana hati berubah  setiap denger lagu ini  kayak dibawa ke tempat yang penuh kenangan  terima kasih udah bikin karya sebagus ini  worth every second
TRUE,@LanHoaPhan-p4m,lvb0_bGZDTU,"Alhamdulillah, ketemu,🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱Hiburan yang nggak cuma seru, tapi juga bikin refleksi. Hadiahnya bikin semangat!💯",@LanHoaPhan-p4m alhamdulillah  ketemu  probet-855 hiburan yang nggak cuma seru  tapi juga bikin refleksi  hadiahnya bikin semangat
TRUE,@NgocDungVu-r6g,lvb0_bGZDTU,"Asli kontennya top,⚽ℙℝ𝕆𝔹𝔼𝕋-855⚽juga selalu top sih!💯",@NgocDungVu-r6g asli kontennya top  probet-855 juga selalu top sih
TRUE,@MinhNamNguyen-m9k,lvb0_bGZDTU,"Semoga video-video kamu selalu menarik dan sukses besar,🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱Berkah selalu untuk kamu dan channelmu!💯",@MinhNamNguyen-m9k semoga video-video kamu selalu menarik dan sukses besar  probet-855 berkah selalu untuk kamu dan channelmu
TRUE,@QuangThanhHo-m3f,lvb0_bGZDTU,"Subhanallah,🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱bikin gue takjub! Visualnya ciamik, ceritanya penuh makna, hadiahnya top!💯",@QuangThanhHo-m3f subhanallah  probet-855 bikin gue takjub  visualnya ciamik  ceritanya penuh makna  hadiahnya top
TRUE,@PhuongLoanDo-c4z,lvb0_bGZDTU,"01:12, scene ini bikin merinding !!🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱",@PhuongLoanDo-c4z scene ini bikin merinding    probet-855
TRUE,@VanPhongHoang-z1j,lvb0_bGZDTU,"Akhirnya yg di tunggu2,⚽ℙℝ𝕆𝔹𝔼𝕋-855⚽gas!💯",@VanPhongHoang-z1j akhirnya yg di tunggu2  probet-855 gas
