label,username,video_id,comment,clean_comment
1.0,,,"Wah, kerja kerasnya menginspirasi banget! 🔥 ᗷＯᎳΟ𝟳𝟟 bisa jadi solusi buat masa depan cerah? 🌟", wah  kerja kerasnya menginspirasi banget    boꮃo77 bisa jadi solusi buat masa depan cerah
1.0,,,"Wah, semangat banget kerjanya! 💯 𝐁𝑶Ｗ𝒪❼𝟕 tahu kerja keras itu berkah. Semoga rejekinya lancar terus! 🙏", wah  semangat banget kerjanya    bowo77 tahu kerja keras itu berkah  semoga rejekinya lancar terus
1.0,,,Semangat terus! Kerja keras pasti membuahkan hasil. 🤩 ВОᏔＯ𝟕𝟟 katanya bisa bantu kita meraih impian? Penasaran!, semangat terus  kerja keras pasti membuahkan hasil    boꮤo77 katanya bisa bantu kita meraih impian  penasaran
1.0,,,"Wah, kerja keras banget! Semoga sukses selalu! 🙏 𝘽𝙊𝙒𝙊77 bisa bantu kita mencapai kebebasan finansial? 🤔", wah  kerja keras banget  semoga sukses selalu    bowo77 bisa bantu kita mencapai kebebasan finansial
1.0,,,"Semangat terus, bro! Semoga rejekinya makin lancar. 👍 В𝒪Ꮤ𝒪𝟩𝟩 bisa bantu kita lebih berkembang? 🚀", semangat terus  bro  semoga rejekinya makin lancar    boꮤo77 bisa bantu kita lebih berkembang
1.0,,,Keren videonya! Bikin termotivasi. ВОᏔＯ𝟕𝟟 mungkin ada peluang lain buat nambah penghasilan? ✨, keren videonya  bikin termotivasi  boꮤo77 mungkin ada peluang lain buat nambah penghasilan
1.0,,,A𝐺𝙐𝙎𝑇OT𝑂menawarkan pengalaman daring yang berbeda., agustotomenawarkan pengalaman daring yang berbeda
1.0,,,"Hari ini super happy berkat A𝐺𝙐𝙎𝑇OT𝑂, rezeki datang melimpah!", hari ini super happy berkat agustoto  rezeki datang melimpah
1.0,,,"Terima kasih banyak 𝘈ER𝙊88,hari ini benar-benar gacir!", terima kasih banyak aero88 hari ini benar-benar gacir
1.0,,,ＨＡＵ Ｓ Ｗ ＩＮ １３ ８_Pasti Jepe, hau s w in 13 8_pasti jepe
1.0,,,penasaran sama Ga ru da Hoki ehh malah jepe dong. haha, penasaran sama ga ru da hoki ehh malah jepe dong  haha
1.0,,,kaga nyangka G ar uda Hoki beneran gachorr boss, kaga nyangka g ar uda hoki beneran gachorr boss
1.0,,,"Alhamdulillah, rezeki nggak kemana! Baru main di 𝘼G𝙐𝘚𝑇O𝘛𝐎, langsung dapat jakpot besar! Thank you banget!", alhamdulillah  rezeki nggak kemana  baru main di agustoto  langsung dapat jakpot besar  thank you banget
1.0,,,"Rezeki nomplok hari ini berkat А𝐆U𝐒𝑇𝙊TO, alhamdulillah!", rezeki nomplok hari ini berkat agustoto  alhamdulillah
1.0,,,"Makasih banyak DE.WA.D0.RA, hari ini benar-benar gacir banget!", makasih banyak de wa d0 ra  hari ini benar-benar gacir banget
1.0,,,Happy banget hasil dari 𝐀 𝐌 𝐁 𝐈 𝐋 𝟒 𝐃 bikin hariku makin ceria!, happy banget hasil dari a m b i l 4 d bikin hariku makin ceria
0.0,,,the real black cat, the real black cat
1.0,,,"Malam ini dapet jakpot, jangan sampai cuma jadi penonton! Main di DE.WA.D0.RA aja!", malam ini dapet jakpot  jangan sampai cuma jadi penonton  main di de wa d0 ra aja
1.0,,,Pokoknya DE.WA.D0.RA recommended banget buat semua!, pokoknya de wa d0 ra recommended banget buat semua
1.0,,,Jakpot besar bikin aku makin percaya sama keberuntungan di DE.WA.D0.RA!, jakpot besar bikin aku makin percaya sama keberuntungan di de wa d0 ra
1.0,,,"Rezeki nomplok hari ini datang dari DE.WA.D0.RA, terima kasih banyak!", rezeki nomplok hari ini datang dari de wa d0 ra  terima kasih banyak
1.0,,,"Gak percaya bisa menang sebanyak ini di DE.WA.D0.RA, mimpi jadi realita!", gak percaya bisa menang sebanyak ini di de wa d0 ra  mimpi jadi realita
1.0,,,"Seru banget main di DE.WA.D0.RA, selain hiburannya seru, jakpotnya gacir terus!", seru banget main di de wa d0 ra  selain hiburannya seru  jakpotnya gacir terus
1.0,,,DE.WA.D0.RA menawarkan lingkungan yang ramah dan inklusif., de wa d0 ra menawarkan lingkungan yang ramah dan inklusif
1.0,,,DE.WA.D0.RA menawarkan cara mudah untuk terhubung dengan orang lain., de wa d0 ra menawarkan cara mudah untuk terhubung dengan orang lain
1.0,,,Bahagia banget dapat rezeki berkah dari DE.WA.D0.RA!, bahagia banget dapat rezeki berkah dari de wa d0 ra
0.0,,,Ga di game ga di real life sama aja gambarnya 😂, ga di game ga di real life sama aja gambarnya
0.0,,,Main game apa ituu, main game apa ituu
0.0,,,&quot;eta ku kakang, eta ku kakang
0.0,,,ini nyamuk gede banget, ini nyamuk gede banget
0.0,,,aowkwo2k, aowkwo2k
0.0,,,keselek kopi gw anj, keselek kopi gw anj
0.0,,,Inpo nama game cuy, inpo nama game cuy
0.0,,,udah kaya tembok jalanan, udah kaya tembok jalanan
0.0,,,Enak e rek ana temen kayak gini temen gua ngambekan, enak e rek ana temen kayak gini temen gua ngambekan
0.0,,,Ajak borox main game ini dong bang kayaknya seru dah, ajak borox main game ini dong bang kayaknya seru dah
0.0,,,BANGSAT, bangsat
0.0,,,Modern art😂😹, modern art
0.0,,,Mandornya ganteng bngt, mandornya ganteng bngt
0.0,,,motif sejuta umat, motif sejuta umat
0.0,,,Kanjut potong gaji nya paling ga bener kerjanya soal nya😂😂, kanjut potong gaji nya paling ga bener kerjanya soal nya
0.0,,,selalu bahagia bang 😑👍, selalu bahagia bang
0.0,,,V gw di unmute dong, v gw di unmute dong
0.0,,,Nyamuk kanjoet badak😭, nyamuk kanjoet badak
0.0,,,7 komen ke7, 7 komen ke7
0.0,,,"Mandor ngomel mulu<a href=""UCrEj4d2ynysNsYttTYROXEg/Y_H9ZO31KoWO_9EPwfu04Ag""></a>", mandor ngomel mulu
0.0,,,sosis hitam, sosis hitam
0.0,,,pinjol m3m3clr lagi ayah, pinjol m3m3clr lagi ayah
0.0,,,Kayak di kamar mandi sekolah jing wkwkwk, kayak di kamar mandi sekolah jing wkwkwk
0.0,,,&quot;pi liat itu pi&quot;😂, pi liat itu pi
0.0,,,pertama ayah, pertama ayah
0.0,,,xxgang cocoknya mencuri😂, xxgang cocoknya mencuri
0.0,,,design yg sangat modern 😂😂, design yg sangat modern
1.0,,,Saya akan terus mendukung █𝐀 𝐌 𝐁 𝐈 𝐋 𝟒 𝐃█, saya akan terus mendukung  a m b i l 4 d
1.0,,,maennya di 𝐀 𝐌 𝐁 𝐈 𝐋 𝟒 𝐃   member baru disana pasti di kasihnya menang bang jadi enak tuh buat maen., maennya di a m b i l 4 d   member baru disana pasti di kasihnya menang bang jadi enak tuh buat maen
1.0,,,Gak nyangka cuma sekali main langsung dapet jakpot. Bener-bener gacir di 𝐀 𝐌 𝐁 𝐈 𝐋 𝟒 𝐃!, gak nyangka cuma sekali main langsung dapet jakpot  bener-bener gacir di a m b i l 4 d
0.0,,,GEEET OUUUUUU 🗣️🗣️🗣️🔥🔥🔥, geeet ouuuuuu
0.0,,,&quot;Pi itu liat pi&quot;, pi itu liat pi
0.0,,,"Singkat, Padat, Get Ou~", singkat  padat  get ou
0.0,,,Xxgang pada nguawor anjir wkwk, xxgang pada nguawor anjir wkwk
0.0,,,Sedang menunggu mobil terbang😂😂😂, sedang menunggu mobil terbang
0.0,,,Titit nya nyambung😢, titit nya nyambung
0.0,,,Si paling seru, si paling seru
0.0,,,Live semalem mana sir, live semalem mana sir
0.0,,,Akun asli abang lutfi kah ini?, akun asli abang lutfi kah ini
0.0,,,Wkwkk cap rudal bng Luthfi meluncur, wkwkk cap rudal bng luthfi meluncur
0.0,,,kok jarang live ama fandy sir, kok jarang live ama fandy sir
0.0,,,kocak yallah 😭😭, kocak yallah
0.0,,,aowkwowkwkw, aowkwowkwkw
0.0,,,jari telunjuk, jari telunjuk
0.0,,,Walau pun dia buta warna tapi dia bisa me warnai hidup orang, walau pun dia buta warna tapi dia bisa me warnai hidup orang
0.0,,,Live di mana sih bang upi???, live di mana sih bang upi
0.0,,,nonton yutup pake sandi, nonton yutup pake sandi
0.0,,,"xxgang emang selucu seriweh dan seabsurd ituu, makannya ngehibur bangETTTT🙌😭", xxgang emang selucu seriweh dan seabsurd ituu  makannya ngehibur bangetttt
0.0,,,Mntp, mntp
0.0,,,eta sosis hideng saha v 🤣, eta sosis hideng saha v
0.0,,,Tambah ini (°), tambah ini
0.0,,,sosis hitamm, sosis hitamm
0.0,,,yahh game nya udah an😢, yahh game nya udah an
0.0,,,xxgang hiburan setiap waktu, xxgang hiburan setiap waktu
0.0,,,GET OUT, get out
0.0,,,Halo bang upii, halo bang upii
0.0,,,Eta kukakang, eta kukakang
0.0,,,Pertama yah, pertama yah
0.0,,,wkwkkwkwkwkw tetap semangat sir, wkwkkwkwkwkw tetap semangat sir
0.0,,,wkwkk kanjut badag, wkwkk kanjut badag
1.0,,,Keren maksimal! Menang banyak di 𝐀 𝐌 𝐁 𝐈 𝐋 𝟒 𝐃 auto jadi sultan dadakan!, keren maksimal  menang banyak di a m b i l 4 d auto jadi sultan dadakan
0.0,,,Karyawan bang lutfi kayak warga hopefully kocak, karyawan bang lutfi kayak warga hopefully kocak
0.0,,,"CABUT DULU YANK , MAU KENTUT 😊😊", cabut dulu yank   mau kentut
0.0,,,kleptonya kambuh, kleptonya kambuh
0.0,,,Angkut sekalian le 😂, angkut sekalian le
0.0,,,pantesan saya pake jasa bersih² xxgang tipi saya ilang :&#39;), pantesan saya pake jasa bersih2 xxgang tipi saya ilang
0.0,,,mesti knjoet, mesti knjoet
0.0,,,udh tamat😢, udh tamat
0.0,,,Sekarang malah di maling, sekarang malah di maling
0.0,,,pertamak😊, pertamak
0.0,,,Kapan live lagi bg, kapan live lagi bg
0.0,,,Bang kapan nguli, bang kapan nguli
0.0,,,Orang Ireng kelakuannya sesuai role, orang ireng kelakuannya sesuai role
0.0,,,Insting emang susah 😂, insting emang susah
0.0,,,Game apa ini bang lut ?, game apa ini bang lut
0.0,,,el rusuh, el rusuh
0.0,,,El klaim😂, el klaim
0.0,,,Malam ini terakhir kuli kah?, malam ini terakhir kuli kah
0.0,,,"Subnautica 2 bakal rilis thn 2025, gameny bisa main berempat bg, kira² masuk list gk yaaa😅", subnautica 2 bakal rilis thn 2025  gameny bisa main berempat bg  kira2 masuk list gk yaaa
0.0,,,Waduh 😂😂, waduh
0.0,,,Nadhil maling woi, nadhil maling woi
0.0,,,Masih sepi nih, masih sepi nih
0.0,,,celink aing nyapu😢, celink aing nyapu
0.0,,,Si knjt osok mawa barang batur, si knjt osok mawa barang batur
0.0,,,Kapan ngangkang offline/Online, kapan ngangkang offline online
1.0,,,pelajaran yang dapat kita ambil seperti tadi kata-kata mbak pengisi suara video &quot;Lebih baik main di ambil4d  karena pasti menang daripada main di tempat palsu.&quot;, pelajaran yang dapat kita ambil seperti tadi kata-kata mbak pengisi suara video  lebih baik main di ambil4d  karena pasti menang daripada main di tempat palsu
1.0,,,Jangan ragu!!! mantap parah disini🎉🎉👍 ambil4d terbaik 2025!!! 😊😊💸, jangan ragu    mantap parah disini    ambil4d terbaik 2025
0.0,,,Tak oleng tak ribut wkwkwkwkkwkwkw😂😂, tak oleng tak ribut wkwkwkwkkwkwkw
0.0,,,sir lanjut lg lah, sir lanjut lg lah
0.0,,,Bg bikin vlog baru sama keluarga kecil ya😅, bg bikin vlog baru sama keluarga kecil ya
0.0,,,el oleng, el oleng
0.0,,,Ark survival bang, ark survival bang
0.0,,,sir nanti main pemadan kebakaran simulator sirr sama xxgank, sir nanti main pemadan kebakaran simulator sirr sama xxgank
0.0,,,Ter pelantung dikit tidak ngaruh boyy wkwkwkw 😂, ter pelantung dikit tidak ngaruh boyy wkwkwkw
0.0,,,"sirr, maenn gamee kuliii lagii, sumpahh kocakk batt", sirr  maenn gamee kuliii lagii  sumpahh kocakk batt
0.0,,,gem apa ini bang, gem apa ini bang
0.0,,,Bang upi masi inget mbud ga😂, bang upi masi inget mbud ga
0.0,,,bang kapan main lagi, bang kapan main lagi
0.0,,,khusus member kah ini, khusus member kah ini
0.0,,,Sapa v, sapa v
0.0,,,baru upload nihh, baru upload nihh
0.0,,,OKE 🎉❤, oke
0.0,,,baru up uyy, baru up uyy
0.0,,,Bukan oleng ya supir mabok wkwkwk, bukan oleng ya supir mabok wkwkwk
0.0,,,"Gila v, dari Tuktuk racing sampe ke beli memeclrn", gila v  dari tuktuk racing sampe ke beli memeclrn
0.0,,,Wokwowkw😂😂, wokwowkw
0.0,,,sir kapan maen kuli lagih??, sir kapan maen kuli lagih
0.0,,,tuktuk racing😂😂, tuktuk racing
0.0,,,Peertamaaa eeyyy🎉, peertamaaa eeyyy
0.0,,,aowkoakwk, aowkoakwk
0.0,,,1, 1
0.0,,,pertamaaa ayahhh, pertamaaa ayahhh
1.0,,,Pokoknya 𝐀 𝐌 𝐁 𝐈 𝐋 𝟒 𝐃 recommended banget buat semua!, pokoknya a m b i l 4 d recommended banget buat semua
0.0,,,Si tiba² kentut, si tiba2 kentut
0.0,,,AYAHH AKU FRISCAA, ayahh aku friscaa
0.0,,,kapan contract vile, kapan contract vile
0.0,,,baru di up jir😂, baru di up jir
0.0,,,Pusing nya pas sarapan tu bg😂, pusing nya pas sarapan tu bg
0.0,,,Lanjut interior v, lanjut interior v
0.0,,,kapan nguli lagi v, kapan nguli lagi v
0.0,,,Tampar aku papa v😛, tampar aku papa v
0.0,,,Baru diupload aja padahal udah mau habis episode gamenya, baru diupload aja padahal udah mau habis episode gamenya
0.0,,,Jaman baheula atuh ie mah, jaman baheula atuh ie mah
0.0,,,ke 9, ke 9
0.0,,,irhaa contracvilee v, irhaa contracvilee v
0.0,,,v kapan live lagi sama xxgang, v kapan live lagi sama xxgang
0.0,,,v kapan nguli lagi, v kapan nguli lagi
0.0,,,Bg main game goty dong😊, bg main game goty dong
0.0,,,Bom, bom
0.0,,,klo aku gk vhie, klo aku gk vhie
0.0,,,bang kapan nguli lagi, bang kapan nguli lagi
0.0,,,ajik lucu pisan knjut, ajik lucu pisan knjut
0.0,,,pernah ga ready?, pernah ga ready
0.0,,,mana ark yang kamu janjin itu sir vhie, mana ark yang kamu janjin itu sir vhie
0.0,,,mana ark yang kamu janjikan itu wok🤬, mana ark yang kamu janjikan itu wok
0.0,,,"Mana ark nya<a href=""UCrEj4d2ynysNsYttTYROXEg/Y_H9ZO31KoWO_9EPwfu04Ag""></a><a href=""UCrEj4d2ynysNsYttTYROXEg/Y_H9ZO31KoWO_9EPwfu04Ag""></a><a href=""UCrEj4d2ynysNsYttTYROXEg/Y_H9ZO31KoWO_9EPwfu04Ag""></a><a href=""UCrEj4d2ynysNsYttTYROXEg/Y_H9ZO31KoWO_9EPwfu04Ag""></a><a href=""UCrEj4d2ynysNsYttTYROXEg/Y_H9ZO31KoWO_9EPwfu04Ag""></a><a href=""UCrEj4d2ynysNsYttTYROXEg/Y_H9ZO31KoWO_9EPwfu04Ag""></a><a href=""UCrEj4d2ynysNsYttTYROXEg/Y_H9ZO31KoWO_9EPwfu04Ag""></a><a href=""UCrEj4d2ynysNsYttTYROXEg/Y_H9ZO31KoWO_9EPwfu04Ag""></a>", mana ark nya
0.0,,,ARK NYA MANA SIR😡, ark nya mana sir
0.0,,,Mana ark blok, mana ark blok
0.0,,,lanjutin atuh dark hours, lanjutin atuh dark hours
0.0,,,arrkkrkrkrkrkrkrkkekr sirrrrrr aing nunggguin, arrkkrkrkrkrkrkrkkekr sirrrrrr aing nunggguin
0.0,,,Kakang Nnael jadi pulang yah, kakang nnael jadi pulang yah
0.0,,,Gapernah bosen liat si knjt di dark hour 😂, gapernah bosen liat si knjt di dark hour
0.0,,,Pi live ark ka, pi live ark ka
0.0,,,ku kakang eta ku kakang, ku kakang eta ku kakang
0.0,,,"mana live ark yang jam 2 kau janjikan itu ?!?!?!?!<a href=""UCrEj4d2ynysNsYttTYROXEg/Y_H9ZO31KoWO_9EPwfu04Ag""></a><a href=""UCrEj4d2ynysNsYttTYROXEg/Y_H9ZO31KoWO_9EPwfu04Ag""></a><a href=""UCrEj4d2ynysNsYttTYROXEg/Y_H9ZO31KoWO_9EPwfu04Ag""></a><a href=""UCrEj4d2ynysNsYttTYROXEg/Y_H9ZO31KoWO_9EPwfu04Ag""></a><a href=""UCrEj4d2ynysNsYttTYROXEg/Y_H9ZO31KoWO_9EPwfu04Ag""></a><a href=""UCrEj4d2ynysNsYttTYROXEg/Y_H9ZO31KoWO_9EPwfu04Ag""></a>", mana live ark yang jam 2 kau janjikan itu
0.0,,,Mana ARK yg kau janjikan jam 2 itu ayahhhhhhhhhhhghgghghhghhhhhhh, mana ark yg kau janjikan jam 2 itu ayahhhhhhhhhhhghgghghhghhhhhhh
0.0,,,MANA DINONYA WOI, mana dinonya woi
0.0,,,Kapan main dark house lgi sir, kapan main dark house lgi sir
0.0,,,arkkk nyaaaaa bang upii etaaa ku kakangg😮, arkkk nyaaaaa bang upii etaaa ku kakangg
0.0,,,ark v ark, ark v ark
0.0,,,Kapan live ark nih, kapan live ark nih
0.0,,,mana ark yang kau janjikan itu, mana ark yang kau janjikan itu
0.0,,,Para dark hours 😂 ini aing Kenapa pusing, para dark hours   ini aing kenapa pusing
0.0,,,katanya ark jam 2 siang oi, katanya ark jam 2 siang oi
0.0,,,ark mana ark, ark mana ark
0.0,,,Mabok mulu dah, mabok mulu dah
0.0,,,Arkkk woii strimer, arkkk woii strimer
0.0,,,ngangon dino kapan sir, ngangon dino kapan sir
0.0,,,kapan ark woi🤬, kapan ark woi
0.0,,,Pertamaa🎉🎉, pertamaa
0.0,,,Pertamaaaaaa, pertamaaaaaa
1.0,,,SUPER MANTAPAbis nyoba situs  𝐀 𝐌 𝐁 𝐈 𝐋 𝟒 𝐃    ini langsung hooked! Mainnya keren hadiahnya gak main-main. Ga heran banyak yang suka!, super mantapabis nyoba situs  a m b i l 4 d    ini langsung hooked  mainnya keren hadiahnya gak main-main  ga heran banyak yang suka
0.0,,,Aing seuseurian wae kamari, aing seuseurian wae kamari
0.0,,,"woi el kenyang lanjutin woi, udah drive thru itu", woi el kenyang lanjutin woi  udah drive thru itu
0.0,,,Aing kenapa pusing anjing, aing kenapa pusing anjing
0.0,,,lila ning nguli teh, lila ning nguli teh
0.0,,,nguli kapan oy, nguli kapan oy
0.0,,,Sir channel lu kenapa?, sir channel lu kenapa
0.0,,,nguli kapan vhie, nguli kapan vhie
0.0,,,si xxknjt kemana BG, si xxknjt kemana bg
0.0,,,si kanjut raja singa, si kanjut raja singa
0.0,,,nguli lgi v, nguli lgi v
0.0,,,Bg upi terus collab sama si kanjut bng serwuuu bgt bikin ngakak 😂😂😂😂😂, bg upi terus collab sama si kanjut bng serwuuu bgt bikin ngakak
0.0,,,Lanjutin Loundry simulator sir, lanjutin loundry simulator sir
0.0,,,Iraha nguli dei sir, iraha nguli dei sir
0.0,,,&quot;Anjing anjing gandeng goblog babi&quot; 😂😂😂, anjing anjing gandeng goblog babi
0.0,,,Wow pertama😂, wow pertama
1.0,,,Udah coba banyak tempat tapi 𝐀 𝐌 𝐁 𝐈 𝐋 𝟒 𝐃  paling mantep! Ga nyangka bakal sering menang jadi ketagihan! Gk nyesel main disitus ini, udah coba banyak tempat tapi a m b i l 4 d  paling mantep  ga nyangka bakal sering menang jadi ketagihan  gk nyesel main disitus ini
0.0,,,ahh tolong💥🔥🔥🔥🔥🔥, ahh tolong
0.0,,,oleng kapten, oleng kapten
0.0,,,"Mainan satu ini awet dan tahan lama ngakaknya, cocok buat sir v😂", mainan satu ini awet dan tahan lama ngakaknya  cocok buat sir v
0.0,,,olengg kaptennn, olengg kaptennn
0.0,,,Wkwkwkwkkwkwkwkw, wkwkwkwkkwkwkwkw
0.0,,,Anjay ganti pp, anjay ganti pp
0.0,,,"Infokan link live nya bang, sorry ketinggalan wkwkwk", infokan link live nya bang  sorry ketinggalan wkwkwk
0.0,,,&quot;Mampus aing mah cepet babi&quot;, mampus aing mah cepet babi
0.0,,,Kapan nguli sir?, kapan nguli sir
0.0,,,El borax, el borax
0.0,,,"Tolong gob<a href=""http://www.youtube.com/results?search_query=%23lok"">#lok</a>", tolong goblok
0.0,,,"TOLONGGG<a href=""UCrEj4d2ynysNsYttTYROXEg/c0qIZYIQrpf_0Q_996HQBw""></a>", tolonggg
0.0,,,ini kenapa aing pusing😂😭😭, ini kenapa aing pusing
0.0,,,OAAOAAAH TOLONGHHH, oaaoaaah tolonghhh
0.0,,,AGHH TOLONGG 😠😤🙄, aghh tolongg
0.0,,,Ke satuu🎉, ke satuu
0.0,,,akhh tolonggg, akhh tolonggg
0.0,,,El gercep sit, el gercep sit
0.0,,,"Penguasa pantai selatan itu adalah ratu kidul seorang laki laki bernama sanghyang baruna yg berwujud Naga Hijau,,nyi loro kidul atau bunda ratu kidul adalah anak angkat sanghyang baruna yg mempunyai istana didasar laut..anak sanghyang baruna adalah Nyi blorong berwujud setengah ular dan Dewi Lanjar..", penguasa pantai selatan itu adalah ratu kidul seorang laki laki bernama sanghyang baruna yg berwujud naga hijau  nyi loro kidul atau bunda ratu kidul adalah anak angkat sanghyang baruna yg mempunyai istana didasar laut  anak sanghyang baruna adalah nyi blorong berwujud setengah ular dan dewi lanjar
0.0,,,"Tergantung kepercayaan masing²😊 , untuk yang percaya  Allah , manusia biasa tidak mudah mendapatkan kekuatan seperti itu, bahkan khalifah dan sahabat nabi tidak bisa mengendalikan ombak lautan dan mempunyai kekuatan gaib, kalau zaman dulu memang apa² di anggap sakral dan apapun bisa menjadi gaib, semua tergantung permainan setan dan jin, apalgi kalau cerita mulut ke mulut bisa dilebih² kan,, INGAT TERGANTUNG KEPERCAYAAN masing²", tergantung kepercayaan masing2    untuk yang percaya  allah   manusia biasa tidak mudah mendapatkan kekuatan seperti itu  bahkan khalifah dan sahabat nabi tidak bisa mengendalikan ombak lautan dan mempunyai kekuatan gaib  kalau zaman dulu memang apa2 di anggap sakral dan apapun bisa menjadi gaib  semua tergantung permainan setan dan jin  apalgi kalau cerita mulut ke mulut bisa dilebih2 kan   ingat tergantung kepercayaan masing2
0.0,,,Ka Nessie kebetulan ijo2 ya nuansanya😅, ka nessie kebetulan ijo2 ya nuansanya
0.0,,,Nyi roro kidul iya dewi kwan im, nyi roro kidul iya dewi kwan im
0.0,,,Nyi Roro Kidul itu Jin mbaa, nyi roro kidul itu jin mbaa
0.0,,,Kak ngreact shampo nair dong kak udah subscribe kakak, kak ngreact shampo nair dong kak udah subscribe kakak
0.0,,,"Kerajaannya bernama Salaka negara,, Nama Rajanya Adji Saka II/Dewawarman. Kekuasaan maritimnya ditakuti dunia, berada di yang sekarang dinamai Laut cina selatan, Sebenarnya bukan pantai selatan tapi laut selatan. Armada Maritimnya yang tak terkalahkan di dunia dibernama Nyi Roro Kidul", kerajaannya bernama salaka negara   nama rajanya adji saka ii dewawarman  kekuasaan maritimnya ditakuti dunia  berada di yang sekarang dinamai laut cina selatan  sebenarnya bukan pantai selatan tapi laut selatan  armada maritimnya yang tak terkalahkan di dunia dibernama nyi roro kidul
0.0,,,"Hmm... bisa diadu sama Aquaman nih, mana yg beneran penguasa lautan", hmm    bisa diadu sama aquaman nih  mana yg beneran penguasa lautan
1.0,,,ＨＡＵ  Ｓ Ｗ ＩＮ １３ ８_Pasti Jepe❤, hau  s w in 13 8_pasti jepe
1.0,,,"Awal nya cuman penasaran,, eh malah beneran jepe di Ga rud ah oki😍", awal nya cuman penasaran   eh malah beneran jepe di ga rud ah oki
0.0,,,Kadhita sekarang ada di line of down dan bisa di bilang dia jadi karakter mitologi yang mendunia sekarang, kadhita sekarang ada di line of down dan bisa di bilang dia jadi karakter mitologi yang mendunia sekarang
0.0,,,Nyi roro kidul tu nama indonesianya istri aquamen, nyi roro kidul tu nama indonesianya istri aquamen
0.0,,,Nyi roro kidul itu siapa sih kok di takutin bgt sih padahal bukan manusia., nyi roro kidul itu siapa sih kok di takutin bgt sih padahal bukan manusia
0.0,,,Nyi udah nikah sama ORLOCK nosferatu, nyi udah nikah sama orlock nosferatu
0.0,,,Kalo gk tau GK USA crita, kalo gk tau gk usa crita
0.0,,,Mbak oma sdh tua mau 63thn ..skr oma bs dgr suara gaib dtng ..pusing jg mbak 😢😢😢, mbak oma sdh tua mau 63thn   skr oma bs dgr suara gaib dtng   pusing jg mbak
0.0,,,Menarik, menarik
0.0,,,Semangat kak, semangat kak
0.0,,,Before nya keliatan jawir banget njirr 🤣 nggak kebayang tu make up setebel apa cokk 🤣, before nya keliatan jawir banget njirr   nggak kebayang tu make up setebel apa cokk
0.0,,,𝘈ЕRО88adalah platform yang terus berkembang dan berinovasi., aero88adalah platform yang terus berkembang dan berinovasi
1.0,,,"Setiap hari ada aja surprise dari 𝘈𝙀R𝘖88,bikin penasaran terus!", setiap hari ada aja surprise dari aero88 bikin penasaran terus
1.0,,,𝘈𝘌ЯО88menawarkan pengalaman daring yang halus dan dipoles., aeяo88menawarkan pengalaman daring yang halus dan dipoles
1.0,,,Keuntungan besar bikin aku makin semangat main di AE𝙍О88!, keuntungan besar bikin aku makin semangat main di aero88
0.0,,,Wah cantik banget dd nessi aku cinta kamu😊😊😊😊, wah cantik banget dd nessi aku cinta kamu
